Date,Open,High,Low,Close,Adj Close,Volume
2017-05-03,62.037003,63.154053,59.830154,61.383121,60.174889,32763787
2017-05-04,61.546593,62.472923,61.056183,61.791798,60.575523,16931132
2017-05-05,61.900780,62.881599,59.094540,61.955269,60.735775,22307960
2017-05-08,62.173229,63.208542,60.783733,62.418434,61.189823,15326313
2017-05-09,62.609150,65.333656,61.955269,64.407326,63.139572,23232623
2017-05-10,65.088448,67.486015,64.570793,66.913872,65.596779,22752782
2017-05-11,68.357857,69.093475,63.971405,65.469879,64.181213,42484602
2017-05-12,65.715088,66.941116,63.862423,66.232742,64.929054,20021004
2017-05-15,66.750397,67.131828,65.388145,66.423462,65.116028,13012270
2017-05-16,66.450706,67.840202,65.824066,66.913872,65.596779,12654891
2017-05-17,66.750397,66.941116,65.142944,66.205498,64.902344,10676920
2017-05-18,65.333656,68.575821,64.625282,65.578865,64.288048,18925323
2017-05-19,67.131828,67.812958,65.469879,66.423462,65.116028,11387421
2017-05-22,66.777641,67.758469,65.715088,66.123764,64.822220,10622286
2017-05-23,64.570793,64.625282,59.666683,61.655575,60.441975,23801357
2017-05-24,62.173229,62.881599,60.266075,61.900780,60.682358,11718569
2017-05-25,64.843246,65.061203,62.363945,63.344769,62.097923,17477139
2017-05-26,63.753445,64.189362,62.663643,63.181297,61.937668,7654510
2017-05-29,63.181297,63.208542,59.966381,60.701996,59.507172,8839231
2017-05-30,61.028938,68.003670,59.939137,64.243851,62.979317,38287302
2017-05-31,64.461815,65.769577,62.690887,63.644463,62.391724,15218036
2017-06-01,63.862423,64.679771,63.344769,63.617218,62.365013,10238277
2017-06-02,63.862423,64.707024,63.480991,64.025894,62.765644,7758119
2017-06-05,64.025894,65.224678,63.480991,64.025894,62.765644,8493999
2017-06-06,64.897736,70.183281,64.897736,69.774605,68.401199,69157294
2017-06-07,71.245834,73.289215,70.346748,71.545532,70.137276,44938768
2017-06-08,71.382057,71.709000,69.066231,70.728180,69.336006,15231545
2017-06-09,70.837158,72.580841,69.229698,72.063187,70.644730,16885493
2017-06-12,71.654510,72.580841,69.747360,71.245834,69.843475,9534346
2017-06-13,70.292259,73.997589,70.292259,72.144920,70.724854,22458851
2017-06-14,72.362885,72.853294,71.055122,71.518288,70.110565,7744458
2017-06-15,71.382057,72.989517,70.292259,72.199409,70.778282,9302880
2017-06-16,72.172165,72.689819,71.000633,71.327568,69.923584,7952593
2017-06-19,72.063187,72.662575,71.545532,71.899719,70.484489,6177534
2017-06-20,72.144920,72.144920,70.455727,71.327568,69.923584,6607942
2017-06-21,71.273079,72.417374,71.000633,71.845230,70.431076,7566756
2017-06-22,72.199409,72.580841,70.837158,71.300323,69.896889,7288840
2017-06-23,71.327568,71.436554,67.649490,68.848267,67.493095,10851981
2017-06-27,69.147964,72.417374,67.840202,71.382057,69.977013,10939841
2017-06-28,72.090431,74.487999,71.981453,73.234726,71.793205,26231803
2017-06-29,73.561668,73.888603,72.253899,72.608086,71.178909,7978677
2017-06-30,72.471863,73.180237,71.136856,72.253899,70.831696,7870773
2017-07-03,72.144920,75.714027,71.926964,74.379021,72.914970,17599655
2017-07-04,74.379021,74.896675,72.417374,72.771561,71.339172,6844994
2017-07-05,73.016762,74.106567,72.199409,73.697891,72.247253,8130271
2017-07-06,73.561668,74.161057,72.935028,73.670647,72.220558,5565891
2017-07-07,73.261971,74.106567,72.744316,73.125748,71.686386,3470118
2017-07-10,73.561668,74.052078,73.016762,73.479927,72.033600,1100749
2017-07-11,73.561668,73.806870,72.362885,72.689819,71.259041,4514082
2017-07-12,72.853294,77.294235,72.471863,76.994545,75.479027,28304039
2017-07-13,77.648422,78.656494,75.278107,76.722092,75.211937,20051700
2017-07-14,76.831070,77.076279,75.032898,75.959229,74.464081,8610995
2017-07-17,76.013718,76.722092,75.414330,75.959229,74.464081,4453041
2017-07-18,75.714027,76.476891,74.705956,75.114632,73.636116,5014809
2017-07-19,75.196365,76.640358,74.923920,76.013718,74.517502,5478229
2017-07-20,76.286171,77.375977,75.468819,76.504135,74.998268,7165638
2017-07-21,76.749336,77.266991,75.114632,76.940056,75.425621,6503101
2017-07-24,77.049034,77.757408,75.850250,76.422394,74.918137,6269892
2017-07-25,76.803825,76.803825,75.359840,75.904739,74.410675,5266174
2017-07-26,76.013718,77.539444,75.686783,76.694847,75.185219,6273285
2017-07-27,76.694847,77.294235,74.923920,75.468819,73.983337,7645534
2017-07-28,75.250862,75.931984,74.351768,75.577797,74.090172,3323407
2017-07-31,75.577797,76.149948,74.678711,75.141876,74.054764,3185169
2017-08-01,75.141876,76.749336,75.141876,76.395149,75.289902,4837408
2017-08-02,76.667603,78.384041,76.585869,77.348732,76.229691,8038370
2017-08-03,77.430466,77.730164,74.705956,75.060143,73.974220,4567580
2017-08-04,74.978409,75.877495,74.215546,75.196365,74.108475,4232805
2017-08-07,75.441574,76.776581,75.196365,76.340660,75.236206,4115633
2017-08-08,76.367905,76.940056,73.779625,74.842186,73.759399,5253069
2017-08-09,74.651466,74.651466,65.742332,67.703979,66.724480,9968105
2017-08-10,66.750397,67.159073,61.710064,63.126808,62.213524,9423614
2017-08-11,62.118740,63.099564,57.759529,61.955269,61.058933,9495491
2017-08-14,62.663643,64.243851,60.919956,63.562729,62.643139,5295042
2017-08-16,62.118740,63.453747,59.421478,62.772621,61.864460,12736794
2017-08-17,62.936092,64.025894,61.192410,61.791798,60.897831,6875611
2017-08-18,61.165161,61.846291,60.238831,61.165161,60.280258,5649934
2017-08-21,61.573837,62.037003,58.168205,58.576881,57.729424,5089527
2017-08-22,59.149029,59.584949,57.105648,57.923000,57.084999,7407672
2017-08-23,58.549637,60.211586,58.304432,59.966381,59.098820,8584999
2017-08-24,60.320564,60.429546,58.903824,59.475967,58.615501,8056806
2017-08-28,63.807934,65.960297,62.690887,64.952225,64.012527,29813304
2017-08-29,63.971405,66.886627,63.617218,64.816002,63.878277,18008160
2017-08-30,65.606110,71.845230,65.469879,69.829094,68.818848,30155980
2017-08-31,72.471863,72.989517,69.774605,72.226654,71.181717,43525545
2017-09-01,72.335640,75.659538,71.572777,74.433510,73.356644,32679896
2017-09-04,74.215546,74.351768,69.747360,71.273079,70.241928,18357593
2017-09-05,71.600021,73.616158,71.273079,72.526352,71.477081,11848407
2017-09-06,70.891647,71.981453,70.019806,71.273079,70.241928,12783470
2017-09-07,71.627266,72.608086,70.646446,71.055122,70.027145,7770281
2017-09-08,71.327568,71.817978,68.848267,69.529396,68.523483,6971107
2017-09-11,70.019806,72.117676,69.856339,71.191345,70.161385,6951762
2017-09-12,71.817978,73.507172,71.055122,72.989517,71.933548,10505454
2017-09-13,72.962273,73.289215,71.000633,71.245834,70.215096,5706700
2017-09-14,71.382057,72.635330,70.646446,71.872475,70.832664,6454072
2017-09-15,70.864403,71.790733,70.401237,71.191345,70.161385,7230572
2017-09-18,71.736244,72.417374,70.891647,71.300323,70.268784,4911385
2017-09-19,71.354813,72.035942,70.891647,71.382057,70.349342,4268999
2017-09-20,71.790733,71.790733,70.346748,70.510216,69.490112,4512226
2017-09-21,70.510216,71.354813,68.058167,69.583885,68.577187,5582608
2017-09-22,69.120720,69.120720,65.933044,66.341721,65.381927,5068371
2017-09-25,66.423462,66.505196,61.982513,63.562729,62.643139,6702097
2017-09-26,63.535484,65.497124,62.554661,64.625282,63.690315,7843415
2017-09-27,65.115700,65.824066,61.655575,62.254967,61.354294,6787630
2017-09-28,62.554661,63.617218,61.791798,62.827110,61.918163,5966330
2017-09-29,63.208542,64.134872,62.908848,63.372013,62.455181,4897720
2017-10-03,63.508240,63.535484,60.129848,60.919956,60.038601,10619689
2017-10-04,61.137917,63.181297,60.974445,62.827110,61.918163,11902628
2017-10-05,63.535484,67.131828,63.263031,66.259987,65.301376,19893119
2017-10-06,66.968361,68.112656,66.341721,67.268059,66.294861,11055196
2017-10-09,65.388145,66.450706,63.807934,65.006714,64.066223,13791758
2017-10-10,65.115700,66.477951,65.115700,65.524368,64.576401,6910072
2017-10-11,66.014786,67.240814,64.080383,64.816002,63.878277,7825089
2017-10-12,65.388145,65.824066,64.570793,65.442635,64.495842,3939302
2017-10-13,65.824066,66.014786,65.115700,65.306412,64.361603,3528261
2017-10-16,65.742332,65.905800,63.480991,63.971405,63.045898,4904567
2017-10-17,64.216606,64.816002,63.780689,64.352837,63.421818,3021964
2017-10-18,64.298347,67.322548,63.671707,66.804893,65.838394,10564364
2017-10-19,67.159073,69.202454,66.668663,68.439590,67.449440,4913758
2017-10-23,68.875519,70.728180,68.221634,69.175209,68.174416,8950521
2017-10-24,69.202454,69.938072,68.330612,68.821022,67.825356,4607943
2017-10-25,69.120720,70.401237,67.594994,69.583885,68.577187,5888478
2017-10-26,69.474907,71.790733,68.739288,71.382057,70.349342,7526631
2017-10-27,71.872475,72.417374,70.019806,70.809914,69.785469,6223089
2017-10-30,71.191345,74.324524,70.346748,73.125748,72.067810,9970100
2017-10-31,73.398193,73.398193,70.864403,72.090431,71.047470,5377681
2017-11-01,72.362885,73.725136,71.981453,72.526352,71.477081,4099352
2017-11-02,72.635330,73.888603,71.845230,72.662575,71.611336,4093488
2017-11-03,73.016762,77.757408,72.417374,76.558624,75.451012,12055417
2017-11-06,78.029854,82.525291,77.730164,81.571716,80.391586,23094679
2017-11-07,81.598961,82.988457,76.940056,80.836098,79.666611,13500041
2017-11-08,80.672623,86.312355,79.773537,82.552536,81.358215,25171927
2017-11-09,82.743248,84.950104,81.244774,84.132751,82.915565,9036184
2017-11-10,84.105507,86.230621,82.716003,85.222549,83.989601,10508253
2017-11-13,85.603981,87.293175,82.198349,83.260910,82.056335,10686118
2017-11-14,82.824989,86.312355,82.552536,84.650406,83.425735,11548080
2017-11-15,84.350708,84.895615,79.610069,80.127724,78.968483,7782830
2017-11-16,79.010681,79.555580,76.068214,78.874451,77.733345,10159450
2017-11-17,79.828033,86.503067,79.664558,85.331535,84.097000,15663475
2017-11-20,85.522247,88.274002,85.031837,87.402161,86.137665,15919341
2017-11-21,87.729095,88.110527,82.933968,83.615089,82.405396,9886154
2017-11-22,84.078262,86.748276,83.124680,85.985413,84.741417,9094343
2017-11-23,86.094391,86.339600,81.571716,83.097435,81.895226,8674970
2017-11-24,83.151924,84.677650,81.735184,83.506111,82.297989,6903783
2017-11-27,81.735184,82.933968,80.018745,82.416313,81.223961,8443699
2017-11-28,82.389069,83.206413,80.400177,81.108543,79.935104,5184110
2017-11-29,81.108543,81.435486,79.555580,80.345688,79.183289,4860242
2017-11-30,79.828033,81.462730,79.065170,79.882523,78.726822,4958806
2017-12-01,80.100479,82.470802,76.313416,77.566689,76.444489,9676577
2017-12-04,77.811897,79.446602,71.790733,77.702911,76.578743,12792602
2017-12-05,77.730164,79.991501,76.040962,79.419357,78.270370,8662641
2017-12-06,78.302307,80.318443,76.994545,77.512199,76.390800,7070494
2017-12-07,77.757408,81.163040,77.430466,80.400177,79.236984,6141639
2017-12-08,81.299263,83.124680,80.972321,82.307327,81.116547,9632929
2017-12-11,83.042946,84.051018,81.571716,83.533356,82.324844,8346215
2017-12-12,83.860298,84.623161,81.217529,83.124680,81.922073,14052062
2017-12-13,81.735184,83.587845,79.664558,80.372932,79.210144,14168202
2017-12-14,80.100479,81.898651,77.839142,80.945076,79.774002,8661813
2017-12-15,84.432442,84.895615,82.116615,84.568672,83.345177,17693281
2017-12-18,80.645378,90.698807,76.122704,87.156952,85.896019,66541253
2017-12-19,87.129707,88.110527,84.922859,87.402161,86.137665,14853348
2017-12-20,87.184196,88.846146,85.930923,87.701851,86.433022,11399943
2017-12-21,87.729095,89.881454,87.320419,88.600937,87.319107,10145045
2017-12-22,88.791656,90.426361,87.783585,88.764412,87.480217,8437720
2017-12-26,88.818901,90.017685,87.701851,88.927879,87.641319,5369778
2017-12-27,88.818901,92.279022,88.491959,90.426361,89.118126,16657198
2017-12-28,90.453606,91.107483,89.091347,90.044930,88.742218,6887899
2017-12-29,89.908699,91.679634,89.309311,90.644318,89.332924,7840092
2018-01-01,90.344620,92.551476,89.908699,90.480850,89.171822,7745247
2018-01-02,90.508095,91.216469,88.355736,89.309311,88.017227,4977129
2018-01-03,89.309311,98.218445,89.309311,96.011597,94.622559,39032205
2018-01-04,95.902618,100.915710,94.894547,99.880394,98.435379,22778210
2018-01-05,100.697746,105.874306,99.389984,105.247673,103.725006,21144683
2018-01-08,104.947975,109.525146,104.784508,107.045845,105.497162,15147523
2018-01-09,107.890442,108.408096,105.765327,106.746147,105.201797,8653790
2018-01-10,106.855133,111.078117,106.800636,108.326363,106.759148,21411711
2018-01-11,107.890442,110.996384,106.555435,109.906578,108.316505,10238800
2018-01-12,110.070045,111.023628,105.847061,108.953003,107.376724,9577781
2018-01-15,109.525146,110.179031,107.509010,107.999420,106.436935,5453962
2018-01-16,108.271873,108.489838,102.550407,106.037781,104.503677,13454300
2018-01-17,105.819817,112.086182,102.386940,111.459549,109.847008,17383941
2018-01-18,112.249657,113.067001,102.822861,106.391968,104.852745,24303136
2018-01-19,106.391968,109.525146,102.741127,108.816772,107.242462,25753085
2018-01-22,107.890442,110.260765,106.800636,108.380852,106.812859,10534230
2018-01-23,108.653305,111.840981,106.855133,111.377808,109.766457,13877472
2018-01-24,111.323318,113.094254,108.980247,111.977203,110.357170,14325102
2018-01-25,111.704750,117.562439,109.961067,116.826820,115.136635,24286217
2018-01-29,117.480705,120.150719,114.756195,116.254677,114.572769,14632536
2018-01-30,114.974159,116.363655,113.067001,115.137627,113.471870,7873404
2018-01-31,114.402016,119.197144,113.966095,116.172943,114.492218,14190496
2018-02-01,116.063957,118.270813,110.996384,116.608864,114.921829,9002862
2018-02-02,116.063957,116.063957,106.310226,107.454521,105.899925,12747646
2018-02-05,100.861214,109.525146,100.098358,108.680550,107.108223,11825552
2018-02-06,100.806725,107.999420,99.553452,106.419212,104.879593,10865044
2018-02-07,108.735039,110.478722,106.310226,107.209312,105.658264,7308821
2018-02-08,108.026665,112.331390,107.291054,111.432304,109.820168,8147287
2018-02-09,108.980247,115.437325,107.699730,114.483749,112.827461,11122413
2018-02-12,115.083138,119.496841,115.083138,118.379791,116.667137,13340428
2018-02-14,119.060921,121.785423,118.107338,119.578575,117.848579,12691224
2018-02-15,120.477661,121.322258,114.783440,117.017540,115.324600,9129656
2018-02-16,117.589684,119.033676,111.595772,113.230476,111.592316,10018309
2018-02-19,111.704750,113.039757,109.252693,110.560455,108.960922,8936687
2018-02-20,110.070045,110.914642,106.255737,107.890442,106.329552,11610335
2018-02-21,108.598816,109.252693,106.419212,107.563499,106.007332,7621480
2018-02-22,106.800636,111.405060,105.601860,110.778419,109.175735,16437924
2018-02-23,111.432304,112.113426,109.797600,111.350563,109.739601,9189024
2018-02-26,111.704750,113.257721,110.887398,112.031693,110.410881,5353014
2018-02-27,112.249657,114.347519,109.634125,112.821800,111.189560,10994042
2018-02-28,111.677505,113.312210,110.342499,110.914642,109.309998,7114891
2018-03-01,110.914642,112.631081,107.999420,108.517082,106.947121,6606714
2018-03-05,108.435341,110.451477,107.209312,109.470657,107.886902,7142031
2018-03-06,110.342499,110.805664,98.136711,101.460609,99.992729,14797586
2018-03-07,99.662437,101.051933,92.197289,93.831993,92.474480,39901321
2018-03-08,94.812813,96.665482,87.184196,92.061066,90.729172,35549750
2018-03-09,92.061066,92.905663,84.268974,85.059082,83.828499,31361197
2018-03-12,86.339600,89.581764,81.735184,88.410225,87.131149,36867220
2018-03-13,88.301247,89.636253,85.549492,87.047974,85.788612,27822361
2018-03-14,85.440514,90.017685,85.304291,89.227577,87.936684,24472244
2018-03-15,89.091347,92.878410,88.927879,91.025749,89.708832,24216374
2018-03-16,91.270958,91.788612,86.721031,87.456650,86.191368,22765608
2018-03-19,87.184196,88.274002,84.268974,87.511139,86.245079,21394394
2018-03-20,86.612053,89.036858,86.257866,87.701851,86.433022,17242124
2018-03-21,88.137772,90.535339,87.810837,88.382980,87.104301,14220268
2018-03-22,88.491959,89.282066,86.394089,86.884499,85.627502,11326269
2018-03-23,84.459686,85.113571,81.026810,83.070190,81.868378,18236099
2018-03-26,83.097435,90.589828,82.143860,89.227577,87.936684,22902521
2018-03-27,90.399117,91.379936,86.421333,87.129707,85.869156,22051871
2018-03-28,86.584808,88.219505,84.296219,85.222549,83.989601,21470217
2018-04-02,85.712959,88.519203,82.389069,87.674606,86.406181,18337901
2018-04-03,86.230621,88.982368,85.304291,88.491959,87.211700,21100128
2018-04-04,88.519203,90.671562,80.154968,82.525291,81.331367,61208164
2018-04-05,85.335617,98.135963,81.004677,94.863693,93.491257,42856294
2018-04-06,95.120338,99.226715,94.767448,96.082771,94.692696,16557821
2018-04-09,96.371506,97.526421,93.452126,94.414558,93.048630,8024416
2018-04-10,95.280746,96.852722,94.125832,94.799530,93.428017,7711830
2018-04-11,94.992020,95.441154,91.495178,92.746346,91.404533,7993153
2018-04-12,92.778427,93.869179,86.394295,87.324646,86.061279,12107380
2018-04-13,90.083618,91.751831,88.287079,89.441994,88.147995,18682047
2018-04-16,88.992859,91.046043,87.902107,90.308182,89.001648,7913136
2018-04-17,90.757317,91.719749,88.415398,89.506157,88.211235,5496341
2018-04-18,90.468590,90.468590,87.067993,87.741699,86.472298,5139668
2018-04-19,86.939674,91.302696,86.618858,90.885643,89.570755,9986051
2018-04-20,90.468590,90.468590,87.260483,88.351234,87.073013,6122099
2018-04-23,89.185349,91.110207,88.287079,89.666565,88.369308,6960812
2018-04-24,90.179855,90.661072,87.805862,88.479561,87.199478,5641426
2018-04-25,88.543724,89.506157,87.677536,88.254997,86.978172,4277522
2018-04-26,88.543724,90.949806,87.260483,90.179855,88.875183,4409996
2018-04-27,90.436508,95.344910,89.987373,90.981888,89.665611,11783652
2018-04-30,91.334778,92.650101,88.928696,89.891129,88.590630,3973908
2018-05-02,90.051537,90.789398,79.689354,83.025780,81.824608,13025322
2018-05-03,83.410751,83.731567,79.111893,81.100922,79.927605,20057125
2018-05-04,81.293404,84.982727,80.619705,81.229240,80.054062,20059687
2018-05-07,81.550056,83.346596,80.106407,81.870865,80.686401,19006661
2018-05-08,82.287918,85.656425,80.715942,84.341103,83.120903,7209269
2018-05-09,83.667404,84.341103,82.159592,82.801216,81.603294,5556490
2018-05-10,83.346596,83.859894,80.651787,81.261322,80.085670,7504479
2018-05-11,81.838783,83.025780,79.176056,81.999191,80.812881,9263105
2018-05-14,82.031273,82.127510,78.021133,79.561028,78.409988,7854960
2018-05-15,79.561028,83.057861,77.828651,79.111893,77.967339,10525423
2018-05-16,78.919411,80.074326,77.411598,78.983566,77.840874,6247641
2018-05-17,79.817673,80.587624,78.149460,79.176056,78.030579,4922000
2018-05-18,79.432701,79.561028,75.422569,76.096275,74.995361,6429588
2018-05-21,76.352921,77.571999,74.428055,75.839622,74.742416,4982120
2018-05-22,76.930382,79.240219,75.871704,78.438194,77.303383,5766771
2018-05-23,78.277786,78.566513,74.941353,75.326324,74.236549,3996194
2018-05-24,75.711304,77.315353,74.203491,76.449165,75.343140,6809081
2018-05-25,76.385002,80.780106,75.743385,80.074326,78.915848,8545640
2018-05-28,79.496864,84.373184,79.496864,83.186188,81.982704,7804639
2018-05-29,82.127510,82.993698,78.759003,79.368546,78.220284,6376433
2018-05-30,78.341949,80.330971,77.956978,79.176056,78.030579,3324790
2018-05-31,79.561028,79.721436,77.154945,77.636162,76.512962,7144834
2018-06-01,77.636162,78.406113,74.139328,76.705811,75.596077,9722786
2018-06-04,76.962463,77.636162,72.920250,74.588463,73.509354,8032675
2018-06-05,74.428055,75.262169,72.535278,74.043083,72.971863,4918698
2018-06-06,74.107246,76.769974,73.433548,75.871704,74.774033,6253502
2018-06-07,75.871704,82.255836,75.871704,80.459297,79.295258,17145197
2018-06-08,80.042244,81.614220,78.630676,81.036758,79.864365,8320813
2018-06-11,81.935028,85.239372,81.421730,82.287918,81.097427,10227843
2018-06-12,81.678375,82.704971,80.940514,81.902946,80.718018,3525932
2018-06-13,82.480408,85.111053,82.320000,82.865379,81.666527,10410157
2018-06-14,82.448326,86.522621,81.614220,85.945160,84.701744,15420224
2018-06-15,86.618858,88.030426,84.309029,84.982727,83.753242,13898773
2018-06-18,85.271454,87.260483,83.699486,86.201805,84.954681,13121499
2018-06-19,85.078972,86.971756,82.704971,83.346596,82.140778,8714922
2018-06-20,82.769135,84.918564,82.704971,84.533592,83.310600,7630630
2018-06-21,84.501511,85.143135,82.448326,83.314514,82.109169,5664223
2018-06-22,83.282433,84.052376,81.838783,83.635323,82.425331,6427410
2018-06-25,83.410751,84.116539,81.293404,81.485893,80.306999,4307412
2018-06-26,80.330971,84.052376,80.330971,82.865379,81.666527,8685766
2018-06-27,82.127510,82.127510,72.182381,73.850601,72.782173,18195059
2018-06-28,72.824005,74.203491,69.744225,70.161278,69.146225,13624874
2018-06-29,70.642494,73.273140,70.642494,72.599442,71.549118,9766020
2018-07-02,72.374870,72.984413,64.707497,67.402306,66.427162,22074830
2018-07-03,67.113579,69.263008,65.830338,68.172249,67.185959,11787383
2018-07-04,68.204330,69.776306,66.568199,69.102600,68.102859,11036532
2018-07-05,69.327171,69.327171,67.081497,67.947685,66.964653,6545131
2018-07-06,67.209824,72.310707,65.926575,71.187874,70.157967,19356589
2018-07-09,71.540764,72.727760,69.744225,71.637009,70.600601,9358024
2018-07-10,72.503197,74.011002,71.925735,73.208977,72.149841,8739556
2018-07-11,73.465630,80.523460,73.208977,79.625191,78.473206,41430172
2018-07-12,79.849754,81.165077,77.828651,79.753517,78.599686,12897744
2018-07-13,79.978081,84.822319,78.502350,84.469429,83.247360,40819011
2018-07-16,84.052376,86.522621,82.897461,85.720589,84.480423,28399661
2018-07-17,86.650940,90.853561,86.105560,88.736214,87.452423,30615637
2018-07-18,88.704132,92.393456,87.228401,91.238533,89.918533,24172884
2018-07-19,92.008476,98.937988,90.500671,96.916878,95.514732,22465016
2018-07-20,97.590584,105.675011,96.050690,104.552177,103.039566,42113359
2018-07-23,103.525581,110.615494,102.017769,109.845551,108.256371,36429184
2018-07-24,109.717224,120.624786,105.963737,119.373627,117.646584,84444898
2018-07-25,118.699921,131.724838,117.865814,128.195908,126.341232,88858638
2018-07-26,124.667000,129.575394,121.298485,126.880592,125.044952,66162047
2018-07-27,127.073074,132.655182,122.228836,125.693588,124.266869,44416991
2018-07-30,126.527702,128.580887,123.415840,124.185783,122.776184,21685477
2018-07-31,124.121620,127.169319,122.581726,125.404861,123.981430,13956426
2018-08-01,125.757751,126.784348,122.966705,123.993294,122.585884,8364175
2018-08-02,123.832893,129.414993,119.020729,126.078568,124.647484,26533948
2018-08-03,124.795319,131.083206,124.474510,127.137238,125.694145,31802007
2018-08-06,128.324234,129.703720,125.886078,127.169319,125.725853,13783939
2018-08-07,126.399376,126.591866,119.758598,122.004272,120.619446,21206813
2018-08-08,116.807137,133.906342,114.850197,128.099670,126.645653,55314801
2018-08-09,130.890717,132.751419,127.169319,128.548813,127.089699,23748439
2018-08-10,128.099670,129.543320,125.821915,127.778862,126.328484,14473803
